"","lfdn","external_lfdn","tester","dispcode","lastpage","quality","duration","c_0001","p_0001","v_113","v_114","meduse_1","meduse_2","meduse_3","medtime_1","medtime_2","medtime_3","medcondsoz_1","medcondsoz_2","medcondsoz_3","medcondsoz_4","medcondsoz_5","medcondsoz_6","medcondsoz_7","medcondsoz_8","medcondsoz_9","medcondsoz_10","v_48","medcondsoz_11","med_act","finan1","finan2","finan3","trust1","trust2","trust3","trust4","trust5","tsec1","tsec2","tsec3","tfree1","tfree2","tfree3","ssec1","ssec2","ssec3","sfree1","sfree2","sfree3","att","man_finance","man_finance_ctrl","man_eff","man_eff_ctrl","man_acc1","man_acc2","narrative_1","narrative_2","narrative_3","narrative_4","narrative_5","narrative_6","narrative_7","narrative_8","man_check1","man_check2","v_126","v_127","heiz1","heiz2","heiz3","heiz4","heiz5","heiz6","heiz7","heiz8","heiz9","heiz10","v_109","pol","v_7","SES","gender","age","browser","referer","device_type","participant_browser","participant_browser_version","participant_os","participant_device","participant_brand","participant_model","participant_isbot","participant_continent","participant_country","participant_region","participant_city","participant_latitude","participant_longitude","quota","quota_assignment","quota_rejected_id","page_history","hflip","vflip","output_mode","javascript","flash","session_id","language","cleaned","ats","datetime","date_of_last_access","date_of_first_mail","rts7164300","rts7164302","rts7164304","rts7164305","rts7164306","rts7164307","rts7164308","rts7164309","rts7164310","rts7164312","rts7164313","rts7164314","rts7164315","rts7164316","rts7164317","rts7164318","rts7164319","rts7164320","rts7164321","rts7164322","rnd_pg_7164311_1","rnd_pg_7164311_2","rnd_pg_7164311_3","rnd_pg_7164311_4","rnd_pg_7164311_5","rnd_pg_7164311_6","rnd_pg_7164311_7","rnd_pg_7164311_8"
"537",613,0,0,31,7101365,NA,831,2,290718017870941,0,1,1,6,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,5,4,1,3,4,1,1,1,2,2,2,7,7,7,7,7,7,2,5,NA,5,NA,3,3,3,4,2,4,2,4,4,4,3,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,3,NA,4,1,64,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0","https://email.t-online.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113516,7113511,7113510,7113507,7113508,7113514,7113515,7113513,7113517,7113518,7101522,7101365",0,1,0,NA,NA,"6cb238cd398da350104cb382b1bb5925",1,0,1729847855,"2024-10-25 09:17:35","2024-10-25 09:31:26","0000-00-00 00:00:00",7,831,122,70,159,292,379,334,393,567,608,533,490,762,656,699,434,783,795,0,7113516,7113511,7113510,7113507,7113508,7113514,7113515,7113513
"538",614,0,0,31,7101365,NA,670,1,290718017964163,0,1,1,1,8,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,4,4,4,3,3,2,4,5,4,5,5,4,6,6,6,5,4,5,2,4,NA,4,NA,3,2,3,4,2,3,2,3,3,3,3,2,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,1,NA,4,2,74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113514,7113507,7113513,7113510,7113508,7113515,7113511,7113516,7113517,7113518,7101522,7101365",0,1,0,NA,NA,"c88dd67542a1282b8e7cc5ca43326c2d",1,0,1729848071,"2024-10-25 09:21:11","2024-10-25 09:32:21","0000-00-00 00:00:00",10,670,172,86,213,232,330,289,342,424,486,473,568,458,393,525,584,607,615,0,7113514,7113507,7113513,7113510,7113508,7113515,7113511,7113516
"539",615,0,0,31,7101365,NA,449,2,290718017220710,0,1,1,9,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,5,6,7,1,6,1,4,6,5,5,4,6,7,7,7,7,7,7,1,5,NA,3,NA,4,5,4,5,3,3,3,4,4,4,2,1,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,1,NA,6,2,75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0","https://email.t-online.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113515,7113514,7113513,7113507,7113510,7113508,7113516,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"813f0dcf32fbdf07b2a6b5e7c036df6c",1,0,1729848077,"2024-10-25 09:21:17","2024-10-25 09:28:46","0000-00-00 00:00:00",6,449,112,64,149,156,236,199,240,331,353,344,266,322,311,286,360,378,386,0,7113511,7113515,7113514,7113513,7113507,7113510,7113508,7113516
"540",616,0,0,31,7101365,NA,280,1,290718017280121,0,1,2,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,6,5,3,4,4,4,4,4,5,3,4,5,5,5,5,4,4,2,2,NA,4,NA,3,3,2,2,2,4,1,3,3,2,3,3,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,3,NA,5,1,33,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Safari/605.1.15",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113514,7113510,7113508,7113507,7113513,7113516,7113515,7113511,7113517,7113518,7101522,7101365",0,1,0,NA,NA,"79cde6bf86e20e06579fdcced820501a",1,0,1729848285,"2024-10-25 09:24:45","2024-10-25 09:29:25","0000-00-00 00:00:00",3,280,133,108,151,155,198,179,200,227,221,215,245,231,208,240,237,254,263,0,7113514,7113510,7113508,7113507,7113513,7113516,7113515,7113511
"541",617,0,0,31,7101365,NA,598,1,290718018198744,0,1,1,9,9,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,1,4,2,0,2,2,2,5,4,5,4,4,6,6,6,5,5,5,2,4,NA,4,NA,2,2,3,2,4,3,2,3,2,2,2,2,NA,NA,1,0,0,0,0,1,0,0,0,0,NA,9,NA,2,2,80,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0","https://deref-gmx.net/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113508,7113516,7113513,7113510,7113514,7113515,7113507,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"67f1f93dffb69c5bf49009afcfd8c9c5",1,0,1729848291,"2024-10-25 09:24:51","2024-10-25 09:34:49","0000-00-00 00:00:00",12,598,159,87,207,279,376,329,390,509,433,477,421,458,490,500,444,532,553,0,7113511,7113508,7113516,7113513,7113510,7113514,7113515,7113507
"542",618,0,0,31,7101365,NA,408,1,290718017769523,0,1,1,1,8,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,6,6,6,4,5,5,2,4,3,4,4,3,5,6,6,6,6,6,1,3,NA,4,NA,2,2,1,5,1,3,2,5,3,5,2,2,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,2,NA,5,2,77,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0","https://email.t-online.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113513,7113510,7113508,7113514,7113515,7113516,7113507,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"a54cdb86745499666953bcabd8811f07",1,0,1729848640,"2024-10-25 09:30:40","2024-10-25 09:37:28","0000-00-00 00:00:00",4,408,98,59,135,146,219,184,226,328,286,279,249,270,294,313,322,354,375,0,7113511,7113513,7113510,7113508,7113514,7113515,7113516,7113507
"543",619,0,0,31,7101365,NA,588,2,290718017331341,0,1,2,9,9,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,3,4,5,2,4,3,4,5,4,4,4,4,4,4,4,4,4,4,2,3,NA,4,NA,3,3,1,5,5,4,1,3,5,5,3,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,6,NA,5,2,66,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Avira/129.0.0.0","https://email.t-online.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113507,7113511,7113516,7113508,7113514,7113510,7113515,7113513,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"8efd7f384ebaece1e91139d05573d1f4",1,0,1729848722,"2024-10-25 09:32:02","2024-10-25 09:41:50","0000-00-00 00:00:00",23,588,140,83,172,186,267,225,281,332,429,497,354,538,470,527,383,559,567,0,7113507,7113511,7113516,7113508,7113514,7113510,7113515,7113513
"544",621,0,0,31,7101365,NA,565,1,290718017753131,0,1,2,9,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,3,5,4,1,3,4,4,4,1,4,4,4,7,7,7,7,7,7,2,5,NA,1,NA,1,1,3,5,4,4,4,2,1,1,1,1,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,10,NA,5,2,77,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113515,7113516,7113507,7113513,7113508,7113510,7113514,7113508,7113511,7113511,7113511,7113517,7113518,7101522,7101365",0,0,0,NA,NA,"c9127a1c84745049474d6812bc1fceaf",1,0,1729849452,"2024-10-25 09:44:12","2024-10-25 09:53:37","0000-00-00 00:00:00",5,565,98,51,135,193,253,226,262,317,479,441,517,416,464,280,297,530,535,0,7113515,7113516,7113507,7113513,7113510,7113514,7113508,7113511
"545",622,0,0,31,7101365,NA,306,1,290718017417389,0,1,8,2,8,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,5,5,6,6,3,2,4,6,6,6,6,6,5,1,6,1,6,6,6,1,1,NA,4,NA,3,3,1,3,3,4,3,4,3,4,3,3,NA,NA,0,0,0,0,0,0,0,0,0,1,"Fernwärme",1,NA,5,2,62,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0","https://deref-gmx.net/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113513,7113515,7113508,7113510,7113507,7113511,7113514,7113516,7113517,7113518,7101522,7101365",0,0,0,NA,NA,"1bdb2ca19934b4f0276de6f55173d6b9",1,0,1729849475,"2024-10-25 09:44:35","2024-10-25 09:49:41","0000-00-00 00:00:00",4,306,88,49,107,114,181,151,188,233,219,224,241,205,248,210,254,264,284,0,7113513,7113515,7113508,7113510,7113507,7113511,7113514,7113516
"546",623,0,0,31,7101365,NA,296,1,290718017819720,0,1,2,9,9,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,7,7,4,6,6,6,6,1,4,4,4,4,4,4,4,4,4,4,4,2,2,NA,4,NA,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,1,NA,8,1,65,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0","https://deref-web.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113515,7113510,7113508,7113513,7113511,7113514,7113507,7113516,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"31468dbf9283d378c8bbb52b4423e80c",1,0,1729849684,"2024-10-25 09:48:04","2024-10-25 09:53:00","0000-00-00 00:00:00",6,296,81,44,117,121,173,143,177,249,223,216,240,235,244,202,254,266,271,0,7113515,7113510,7113508,7113513,7113511,7113514,7113507,7113516
"547",624,0,0,31,7101365,NA,689,2,289768833177814,0,1,2,7,8,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,7,7,6,6,2,6,6,4,5,5,4,5,4,1,1,1,7,5,6,2,1,NA,6,NA,3,3,1,5,1,5,1,4,4,5,3,4,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,2,NA,7,1,73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0","https://meinungsplatz.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113516,7113511,7113515,7113507,7113514,7113510,7113513,7113508,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"4fcd13f432457b4e526542b1fdca6d3e",1,0,1729849779,"2024-10-25 09:49:39","2024-10-25 10:01:08","0000-00-00 00:00:00",4,689,111,76,150,196,281,241,290,541,628,591,506,612,556,528,318,645,651,0,7113516,7113511,7113515,7113507,7113514,7113510,7113513,7113508
"548",625,0,0,31,7101365,NA,730,2,290718018232543,0,1,1,6,5,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,6,6,1,1,4,3,3,3,3,4,4,6,6,6,6,7,6,1,3,NA,4,NA,2,2,4,2,3,4,5,4,4,3,3,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,10,NA,8,2,71,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113514,7113513,7113510,7113508,7113515,7113516,7113507,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"ce35e7ebc6ff5d11eecc58a586b77614",1,0,1729849841,"2024-10-25 09:50:41","2024-10-25 10:02:51","0000-00-00 00:00:00",5,730,176,100,219,237,343,297,354,651,574,537,416,505,458,604,629,678,692,0,7113511,7113514,7113513,7113510,7113508,7113515,7113516,7113507
"549",626,0,0,31,7101365,NA,337,1,289768833722507,0,1,2,7,7,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,6,6,5,1,4,5,2,5,4,4,4,5,5,5,5,5,5,6,2,2,NA,5,NA,3,3,2,5,3,4,3,4,3,4,4,4,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,3,NA,6,2,75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","https://meinungsplatz.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113516,7113511,7113514,7113513,7113508,7113515,7113510,7113507,7113517,7113517,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"9e10fa90d1923c1451df58b3868dd1f0",1,0,1729850461,"2024-10-25 10:01:01","2024-10-25 10:06:38","0000-00-00 00:00:00",5,337,92,60,120,131,197,165,201,269,245,260,224,239,232,252,216,301,308,0,7113516,7113511,7113514,7113513,7113508,7113515,7113510,7113507
"550",627,0,0,31,7101365,NA,1626,2,290718018375698,0,1,1,7,8,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,4,3,2,1,1,6,7,5,4,4,3,7,7,7,7,7,7,2,5,NA,4,NA,1,1,3,4,2,3,3,2,4,3,2,4,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,7,NA,6,1,68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113516,7113514,7113511,7113507,7113513,7113510,7113508,7113515,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"589247810ab7af4b5de1348cc530e858",1,0,1729850712,"2024-10-25 10:05:12","2024-10-25 10:32:18","0000-00-00 00:00:00",4,1626,182,111,236,439,562,521,587,1179,1340,1274,791,1235,732,1399,683,1437,1462,0,7113516,7113514,7113511,7113507,7113513,7113510,7113508,7113515
"551",628,0,0,31,7101365,NA,276,1,290718017798208,0,1,9,9,9,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,7,7,7,7,7,7,3,5,NA,1,NA,1,1,3,1,3,3,3,1,1,1,1,1,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,7,NA,5,1,66,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0","https://deref-gmx.net",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113508,7113514,7113515,7113507,7113516,7113511,7113510,7113513,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"e6b5b4846a398f117042d6e380fa79d2",1,0,1729850950,"2024-10-25 10:09:10","2024-10-25 10:13:46","0000-00-00 00:00:00",5,276,94,24,107,121,167,147,170,210,184,232,224,239,190,194,218,252,259,0,7113508,7113514,7113515,7113507,7113516,7113511,7113510,7113513
"552",631,0,0,31,7101365,NA,569,1,290718017027117,0,1,5,9,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,5,2,1,5,2,4,6,5,4,4,4,7,7,7,7,7,7,2,5,NA,4,NA,1,1,4,1,1,1,1,1,4,1,1,1,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,1,NA,3,2,76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 OPR/114.0.0.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113516,7113510,7113508,7113513,7113514,7113515,7113507,7113517,7113518,7101522,7101365",0,1,0,NA,NA,"e2502caf4d4d6594ac29828bc4ff027f",1,0,1729851482,"2024-10-25 10:18:02","2024-10-25 10:27:31","0000-00-00 00:00:00",7,569,128,63,168,181,280,233,284,506,396,373,327,430,452,482,351,522,530,0,7113511,7113516,7113510,7113508,7113513,7113514,7113515,7113507
"553",632,0,0,31,7101365,NA,815,1,290718018102457,0,1,1,9,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,5,3,5,6,2,5,4,5,4,4,3,3,1,4,3,3,1,1,NA,6,NA,4,4,4,5,3,5,3,4,4,5,4,5,NA,NA,0,0,0,0,0,0,0,0,0,1,"Fernheizung (Gas)",3,NA,7,2,79,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113508,7113513,7113514,7113515,7113511,7113516,7113507,7113510,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"862bf6ce0f8191ed94e92cf70077eddd",1,0,1729851515,"2024-10-25 10:18:35","2024-10-25 10:32:10","0000-00-00 00:00:00",31,815,174,108,233,338,452,390,464,658,492,685,612,531,560,588,634,713,757,0,7113508,7113513,7113514,7113515,7113511,7113516,7113507,7113510
"554",634,0,0,31,7101365,NA,543,2,289762377428015,0,1,2,6,6,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,6,4,3,2,2,5,7,5,6,6,6,7,7,7,7,7,7,2,5,NA,5,NA,1,1,4,5,4,4,4,4,3,3,2,2,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,1,NA,4,2,65,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0","https://survey.maximiles.com/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113508,7113513,7113510,7113507,7113514,7113515,7113516,7113511,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"7ae0d64225ad9c53361c9b0ce2f88682",1,0,1729852031,"2024-10-25 10:27:11","2024-10-25 10:36:14","0000-00-00 00:00:00",7,543,106,72,133,220,288,253,297,403,328,373,497,356,424,447,466,514,519,0,7113508,7113513,7113510,7113507,7113514,7113515,7113516,7113511
"555",635,0,0,31,7101365,NA,358,1,290718017636353,0,1,2,2,6,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,3,6,6,2,5,4,5,6,6,5,4,4,5,6,4,6,4,5,1,4,NA,5,NA,2,2,2,3,1,2,3,3,3,2,3,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,1,NA,6,2,39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113511,7113507,7113508,7113514,7113515,7113516,7113513,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"24425806041aa6d6c92e2f80c4896c56",1,0,1729852034,"2024-10-25 10:27:14","2024-10-25 10:33:12","0000-00-00 00:00:00",4,358,91,57,114,128,208,170,210,271,281,239,259,322,292,302,312,333,340,0,7113510,7113511,7113507,7113508,7113514,7113515,7113516,7113513
"556",636,0,0,31,7101365,NA,934,1,290718017944699,0,1,1,9,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,5,4,1,2,3,2,4,2,6,4,4,7,6,6,6,6,6,1,5,NA,6,NA,2,2,3,5,5,5,1,4,1,3,2,2,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,2,NA,5,2,73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 OPR/114.0.0.0","https://email.t-online.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113513,7113515,7113507,7113511,7113516,7113508,7113514,7113510,7113517,7113518,7101522,7101365",0,0,0,NA,NA,"5bf10846b12986c9900a685fa7290946",1,0,1729852278,"2024-10-25 10:31:18","2024-10-25 10:46:52","0000-00-00 00:00:00",8,934,151,78,254,374,541,468,554,677,775,840,717,605,813,640,744,872,880,0,7113513,7113515,7113507,7113511,7113516,7113508,7113514,7113510
"557",637,0,0,31,7101365,NA,833,1,290718018029722,0,1,1,7,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,5,6,4,3,6,5,5,6,6,6,5,6,4,4,4,4,3,3,2,2,NA,5,NA,4,4,3,5,4,4,4,4,2,4,4,4,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,1,NA,6,1,64,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113515,7113507,7113508,7113511,7113513,7113510,7113516,7113514,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"13cf5d62dc04a1a8ae5b00905de9120e",1,0,1729852519,"2024-10-25 10:35:19","2024-10-25 10:49:12","0000-00-00 00:00:00",8,833,145,54,178,275,350,312,360,441,475,631,540,580,747,416,719,784,803,0,7113515,7113507,7113508,7113511,7113513,7113510,7113516,7113514
"558",639,0,0,31,7101365,NA,423,2,290718017979528,0,1,5,9,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,2,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,5,NA,2,NA,1,2,2,2,2,2,1,2,2,2,2,2,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,9,NA,3,2,62,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0","https://email.t-online.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113514,7113507,7113511,7113515,7113513,7113508,7113510,7113516,7113517,7113517,7113517,7113518,7101522,7101522,7101522,7101365",0,1,0,NA,NA,"7f84f2ae8ddaeb16cba3876bbeadc1d0",1,0,1729852889,"2024-10-25 10:41:29","2024-10-25 10:48:32","0000-00-00 00:00:00",8,423,109,78,123,138,225,170,229,257,304,311,265,294,242,278,321,354,364,0,7113514,7113507,7113511,7113515,7113513,7113508,7113510,7113516
"559",640,0,0,31,7101365,NA,626,1,290718017935478,0,1,1,9,9,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,7,4,2,7,4,4,5,4,6,7,6,1,1,1,1,1,1,1,1,NA,4,NA,5,5,1,5,1,5,1,5,1,5,4,4,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,5,NA,6,2,67,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0","https://deref-1und1-02.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113508,7113515,7113514,7113513,7113511,7113516,7113507,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"52a127a8cb76c0d3a1bb0d3a3acecc5f",1,0,1729852951,"2024-10-25 10:42:31","2024-10-25 10:52:57","0000-00-00 00:00:00",3,626,108,67,183,242,334,293,342,556,402,370,513,481,459,437,531,569,588,0,7113510,7113508,7113515,7113514,7113513,7113511,7113516,7113507
